//Version: PianoFingering_v170101
1	0.000000	0.250000	B-4	63	80	0	1	-0.925785
2	0.000000	0.250000	E-2	69	80	1	-5	-0.504576
3	0.250000	1.250000	G5	63	80	0	4	-4.946245
4	0.250000	0.500000	G3	90	80	1	-5	-7.597455
5	0.250000	0.500000	E-4	90	80	1	-2	-4.281723
6	0.500000	0.750000	B-3	90	80	1	-4	-4.045906
7	0.500000	0.750000	E-4	90	80	1	-2	-2.507290
8	0.500000	0.750000	G4	90	80	1	-1	-3.262923
9	0.750000	1.000000	E-3	96	80	1	-5	-5.753604
10	1.000000	1.250000	A-3	90	80	1	-3	-3.463793
11	1.000000	1.250000	D4	90	80	1	-1	-4.001517
12	1.250000	1.500000	F5	90	80	0	3	-2.238713
13	1.250000	1.500000	C-4	90	80	1	-3	-4.276897
14	1.250000	1.500000	D4	90	80	1	-2	-3.046717
15	1.250000	1.500000	A-4	90	80	1	-1	-5.267467
16	1.500000	1.750000	G5	90	80	0	4	-2.883688
17	1.500000	1.750000	E-2	96	80	1	-5	-4.456078
18	1.750000	2.500000	F5	90	80	0	3	-2.238713
19	1.750000	2.000000	G3	90	80	1	-5	-7.597455
20	1.750000	2.000000	E-4	90	80	1	-2	-4.281723
21	2.000000	2.250000	B-3	90	80	1	-4	-4.045906
22	2.000000	2.250000	E-4	90	80	1	-2	-2.507290
23	2.000000	2.250000	G4	90	80	1	-1	-3.262923
24	2.250000	2.500000	D2	96	80	1	-5	-4.456078
25	2.500000	3.000000	E-5	90	80	0	2	-3.032881
26	2.500000	2.750000	G3	90	80	1	-4	-8.234056
27	2.500000	2.750000	E-4	90	80	1	-1	-4.009808
28	2.750000	3.000000	B-3	90	80	1	-4	-4.223116
29	2.750000	3.000000	E-4	90	80	1	-2	-2.507290
30	2.750000	3.000000	G4	90	80	1	-1	-3.262923
31	3.000000	3.250000	B-4	90	80	0	1	-3.434905
32	3.000000	3.250000	C2	96	80	1	-5	-4.456078
33	3.250000	3.750000	G5	90	80	0	4	-4.946245
34	3.250000	3.500000	G3	90	80	1	-4	-5.094177
35	3.250000	3.500000	E4	90	80	1	-1	-3.451917
36	3.500000	3.750000	B-3	90	80	1	-4	-6.237620
37	3.500000	3.750000	E4	90	80	1	-2	-4.383116
38	3.500000	3.750000	G4	90	80	1	-1	-2.415329
39	3.750000	3.800000	C5	63	80	0	1	-2.857522
40	3.750000	4.000000	C3	69	80	1	-5	-4.212346
41	3.800000	3.850000	D-5	63	80	0	4	-5.465822
42	3.850000	3.900000	C5	63	80	0	3	-3.302559
43	3.900000	3.950000	B-4	63	80	0	2	-3.032881
44	3.950000	4.000000	C5	63	80	0	1	-5.162135
45	4.000000	4.500000	C6	63	80	0	5	-2.242366
46	4.000000	4.250000	G3	90	80	1	-3	-3.416097
47	4.000000	4.250000	E4	90	80	1	-1	-4.439870
48	4.250000	4.500000	C4	90	80	1	-3	-4.276897
49	4.250000	4.500000	E4	90	80	1	-2	-3.046717
50	4.250000	4.500000	B-4	90	80	1	-1	-5.267467
51	4.500000	4.750000	G5	63	80	0	2	-3.071676
52	4.500000	4.750000	F2	69	80	1	-5	-5.805721
53	4.750000	5.500000	B-5	63	80	0	3	-3.409656
54	4.750000	5.000000	F3	90	80	1	-5	-5.534856
55	4.750000	5.000000	D-4	90	80	1	-2	-4.281723
56	5.000000	5.250000	B-3	90	80	1	-4	-3.718276
57	5.000000	5.250000	D-4	90	80	1	-2	-2.359478
58	5.000000	5.250000	E4	90	80	1	-1	-2.464298
59	5.250000	5.500000	F2	69	80	1	-5	-5.805721
60	5.500000	6.000000	A-5	63	80	0	2	-2.287533
61	5.500000	5.750000	F3	90	80	1	-5	-5.534856
62	5.500000	5.750000	C4	90	80	1	-2	-2.554480
63	5.750000	6.000000	A-3	90	80	1	-4	-4.647576
64	5.750000	6.000000	C4	90	80	1	-2	-2.871001
65	5.750000	6.000000	F4	90	80	1	-1	-2.320150
66	6.000000	6.250000	G5	63	80	0	1	-3.290753
67	6.000000	6.250000	B-2	69	80	1	-5	-6.587391
68	6.250000	7.000000	F5	63	80	0	3	-4.737465
69	6.250000	6.500000	F3	90	80	1	-2	-4.203307
70	6.250000	6.500000	D4	90	80	1	-1	-5.516002
71	6.500000	6.750000	B-3	90	80	1	-4	-5.569465
72	6.500000	6.750000	D4	90	80	1	-2	-2.871001
