//Version: PianoFingering_v170101
1	0.000000	0.250000	E5	90	80	0	3	-1.701607
2	0.000000	0.500000	A3	90	80	1	-3	-2.360819
3	0.250000	0.375000	A5	90	80	0	5	-3.128600
4	0.375000	0.500000	E5	90	80	0	2	-3.071676
5	0.500000	0.625000	F5	90	80	0	3	-2.675961
6	0.625000	0.750000	D5	90	80	0	2	-3.674662
7	0.750000	0.875000	E5	90	80	0	3	-2.675961
8	0.750000	1.000000	G#3	90	80	1	-4	-5.020222
9	0.875000	1.000000	C5	90	80	0	2	-3.674662
10	1.000000	1.125000	D5	90	80	0	3	-2.675961
11	1.000000	1.250000	A3	90	80	1	-3	-4.267903
12	1.125000	1.250000	B4	90	80	0	2	-3.674662
13	1.250000	1.625000	C5	90	80	0	3	-2.675961
14	1.250000	1.500000	B3	90	80	1	-2	-2.510186
15	1.500000	1.750000	C4	90	80	1	-1	-2.578439
16	1.625000	1.750000	B4	90	80	0	2	-2.287533
17	1.750000	2.000000	A4	90	80	0	1	-2.609267
18	1.750000	2.000000	A3	90	80	1	-2	-3.291596
19	2.000000	2.250000	C5	90	80	0	3	-3.473158
20	2.000000	2.250000	D4	90	80	1	-1	-2.320150
21	2.250000	2.375000	B4	90	80	0	2	-2.287533
22	2.250000	2.500000	D3	90	80	1	-4	-4.702385
23	2.375000	2.500000	F5	90	80	0	5	-3.528229
24	2.500000	2.625000	E5	90	80	0	4	-2.814339
25	2.500000	2.750000	E3	90	80	1	-1	-4.652270
26	2.625000	2.750000	D5	90	80	0	3	-2.238713
27	2.750000	2.875000	C5	90	80	0	2	-2.287533
28	2.750000	3.000000	E2	90	80	1	-5	-2.314770
29	2.875000	3.000000	B4	90	80	0	1	-2.609267
30	3.000000	3.125000	A4	90	80	0	3	-4.737465
31	3.125000	3.250000	G#4	90	80	0	2	-3.151465
32	3.250000	3.750000	A4	90	80	0	1	-4.072488
33	3.250000	3.500000	A3	90	80	1	-2	-7.153101
34	3.500000	3.750000	C4	90	80	1	-1	-2.415329
35	3.750000	4.000000	A3	90	80	1	-2	-3.291596
36	4.000000	4.250000	C5	90	80	0	2	-2.525967
37	4.250000	4.375000	C5	90	80	0	2	-4.554564
38	4.250000	4.500000	E3	90	80	1	-5	-3.713619
39	4.375000	4.500000	B4	90	80	0	1	-2.609267
40	4.500000	4.750000	B4	90	80	0	1	-4.507997
41	4.500000	4.750000	G#3	90	80	1	-3	-3.351805
42	4.750000	5.000000	E3	90	80	1	-5	-3.859206
43	5.000000	5.250000	D5	90	80	0	2	-2.525967
44	5.250000	5.375000	D5	90	80	0	2	-4.554564
45	5.250000	5.500000	A3	90	80	1	-2	-3.272976
46	5.375000	5.500000	C5	90	80	0	1	-2.609267
47	5.500000	5.750000	C5	90	80	0	1	-4.507997
48	5.500000	5.750000	C4	90	80	1	-1	-2.415329
49	5.750000	6.000000	A3	90	80	1	-2	-3.291596
50	6.000000	6.250000	E5	90	80	0	2	-2.525967
51	6.250000	6.375000	A5	90	80	0	4	-2.909306
52	6.250000	6.500000	F3	90	80	1	-4	-3.718276
53	6.250000	6.500000	D4	90	80	1	-1	-3.451917
54	6.375000	6.500000	F5	90	80	0	2	-3.359779
55	6.500000	6.750000	F5	90	80	0	2	-4.554564
56	6.500000	6.750000	F3	90	80	1	-5	-3.730225
