//Version: PianoFingering_v170101
1	0.000000	0.250000	B-3	90	80	1	-4	-2.503909
2	0.250000	0.500000	D4	90	80	1	-2	-2.871001
3	0.312500	0.625000	F4	90	80	0	3	-1.701607
4	0.500000	0.750000	B-3	90	80	1	-4	-4.647576
5	0.625000	0.937500	G4	90	80	0	4	-2.883688
6	0.750000	1.000000	F4	90	80	1	-1	-3.887622
7	0.937500	1.250000	F4	90	80	0	3	-2.238713
8	1.000000	1.250000	A3	90	80	1	-4	-4.458307
9	1.250000	1.562500	B-4	90	80	0	5	-3.549127
10	1.250000	1.500000	G3	90	80	1	-5	-3.249332
11	1.500000	1.625000	E4	90	80	1	-1	-4.009362
12	1.562500	1.875000	D4	90	80	0	2	-4.577242
13	1.625000	1.750000	D4	90	80	1	-2	-2.745489
14	1.750000	1.875000	F4	90	80	1	-1	-2.415329
15	1.875000	2.187500	C4	90	80	0	1	-2.609267
16	1.875000	2.000000	E4	90	80	1	-2	-2.745489
17	2.000000	2.125000	D4	90	80	1	-3	-2.891080
18	2.125000	2.250000	C4	90	80	1	-4	-3.061136
19	2.187500	2.343750	A4	90	80	0	4	-4.268071
20	2.250000	2.500000	G4	90	80	1	-1	-2.959487
21	2.343750	2.500000	G4	90	80	0	3	-2.238713
22	2.500000	2.656250	B-4	90	80	0	5	-3.990232
23	2.500000	2.750000	B-3	90	80	1	-4	-4.497131
24	2.656250	2.812500	A4	90	80	0	4	-4.300502
25	2.750000	3.000000	A3	90	80	1	-5	-4.693569
26	2.812500	2.968750	G4	90	80	0	3	-2.238713
27	2.968750	3.125000	F4	90	80	0	2	-2.287533
28	3.000000	3.125000	F4	90	80	1	-2	-4.349399
29	3.125000	3.437500	C5	90	80	0	5	-3.528229
30	3.125000	3.250000	G4	90	80	1	-1	-2.578439
31	3.250000	3.375000	E4	90	80	1	-3	-4.276897
32	3.375000	3.500000	F4	90	80	1	-2	-2.510186
33	3.437500	3.750000	E-4	90	80	0	2	-4.240163
34	3.500000	3.625000	G4	90	80	1	-1	-2.578439
35	3.625000	3.750000	A4	90	80	1	-3	-4.611792
36	3.750000	4.062500	D4	90	80	0	1	-3.290753
37	3.750000	3.875000	B-4	90	80	1	-2	-3.081523
38	3.875000	4.000000	A4	90	80	1	-3	-3.281947
39	4.000000	4.125000	G4	90	80	1	-4	-3.061136
40	4.062500	4.218750	B-4	90	80	0	3	-5.042408
41	4.125000	4.250000	B-4	90	80	1	-3	-3.762277
42	4.218750	4.375000	C5	90	80	0	4	-4.111873
43	4.250000	4.375000	A4	90	80	1	-1	-3.371140
44	4.375000	4.531250	A4	90	80	0	2	-3.359779
45	4.375000	4.500000	G4	90	80	1	-2	-2.745489
46	4.500000	4.625000	F4	90	80	1	-3	-2.891080
47	4.531250	4.687500	B-4	90	80	0	3	-3.190537
48	4.625000	4.750000	G4	90	80	1	-2	-2.510186
49	4.687500	4.843750	C5	90	80	0	1	-5.285870
50	4.750000	4.875000	E4	90	80	1	-4	-3.718276
51	4.843750	5.000000	D5	90	80	0	2	-2.867384
52	4.875000	5.000000	F4	90	80	1	-3	-2.915060
53	5.000000	5.156250	E-5	90	80	0	3	-3.190537
54	5.000000	5.125000	G4	90	80	1	-2	-2.510186
55	5.125000	5.250000	A4	90	80	1	-1	-2.578439
56	5.156250	5.312500	D5	90	80	0	2	-2.803601
57	5.250000	5.375000	B-4	90	80	1	-2	-4.643648
58	5.312500	5.468750	C5	90	80	0	1	-2.609267
59	5.375000	5.500000	A4	90	80	1	-1	-3.931111
60	5.468750	5.625000	E-5	90	80	0	2	-3.246278
61	5.500000	5.625000	G4	90	80	1	-2	-2.745489
62	5.625000	5.781250	D5	90	80	0	1	-3.290753
63	5.625000	5.750000	B-4	90	80	1	-1	-3.101885
64	5.781250	5.937500	C5	90	80	0	3	-4.737465
65	5.937500	6.093750	B-4	90	80	0	2	-3.032881
66	6.000000	6.250000	F3	90	80	1	-5	-5.345987
67	6.093750	6.250000	C5	90	80	0	3	-3.265372
68	6.250000	6.406250	A4	90	80	0	1	-3.281335
69	6.250000	6.500000	G3	90	80	1	-4	-3.907966
70	6.406250	6.562500	B-4	90	80	0	2	-3.900292
71	6.500000	6.750000	F3	90	80	1	-5	-3.249332
72	6.562500	6.718750	C5	90	80	0	3	-3.265372
73	6.718750	6.875000	D5	90	80	0	4	-2.883688
74	6.750000	7.000000	B-3	90	80	1	-3	-3.351805
75	6.875000	7.031250	E-5	90	80	0	5	-4.385182
76	7.000000	7.250000	D3	90	80	1	-3	-7.940469
77	7.031250	7.187500	D5	90	80	0	4	-4.300502
78	7.187500	7.343750	C5	90	80	0	3	-2.238713
79	7.250000	7.500000	C3	90	80	1	-4	-3.061136
80	7.343750	7.500000	E-5	90	80	0	5	-3.990232
81	7.500000	7.968750	D5	90	80	0	4	-4.300502
82	7.500000	7.625000	A3	90	80	1	-1	-3.451917
83	7.625000	7.750000	G3	90	80	1	-2	-2.745489
84	7.750000	7.875000	B-3	90	80	1	-1	-3.101885
85	7.875000	8.000000	A3	90	80	1	-2	-4.597368
86	7.968750	8.125000	C5	90	80	0	3	-2.238713
87	8.000000	8.125000	G3	90	80	1	-3	-2.891080
88	8.125000	8.281250	B-4	90	80	0	2	-3.032881
89	8.125000	8.250000	F3	90	80	1	-4	-3.061136
90	8.250000	8.500000	C4	90	80	1	-1	-2.959487
91	8.281250	8.437500	A4	90	80	0	1	-3.290753
92	8.437500	8.593750	B-4	90	80	0	2	-3.900292
93	8.500000	8.750000	E-3	90	80	1	-4	-4.497131
94	8.593750	8.750000	C5	90	80	0	3	-3.265372
95	8.750000	9.062500	D5	90	80	0	4	-2.883688
96	8.750000	9.000000	D3	90	80	1	-5	-4.693569
97	9.000000	9.125000	B-3	90	80	1	-2	-4.281723
98	9.062500	9.687500	F5	90	80	0	5	-3.402079
99	9.125000	9.250000	C4	90	80	1	-1	-2.464298
100	9.250000	9.375000	A3	90	80	1	-3	-4.276897
101	9.375000	9.500000	B-3	90	80	1	-2	-3.081523
102	9.500000	9.625000	C4	90	80	1	-1	-2.464298
103	9.625000	9.750000	D4	90	80	1	-3	-4.611792
104	9.687500	10.000000	B-4	90	80	0	2	-3.763668
