//Version: PianoFingering_v170101
1	0.000000	0.125000	C4	63	80	0	2	-1.773062
2	0.000000	0.250000	C2	90	80	1	-5	-0.504576
3	0.000000	0.250000	D-3	90	80	1	-1	-6.847571
4	0.125000	0.250000	D-4	63	80	0	3	-3.190537
5	0.250000	0.375000	A3	63	80	0	1	-3.996553
6	0.250000	0.500000	C2	90	80	1	-5	-4.645128
7	0.250000	0.500000	D-3	90	80	1	-1	-6.847571
8	0.375000	0.500000	B-3	63	80	0	2	-3.900292
9	0.500000	0.625000	G3	63	80	0	1	-3.360143
10	0.625000	0.750000	B-3	63	80	0	2	-3.246278
11	0.750000	0.875000	G4	63	80	0	5	-4.457166
12	0.875000	1.000000	F4	81	80	0	4	-2.814339
13	1.000000	1.750000	F4	81	80	0	4	-4.784491
14	1.250000	1.500000	G3	90	80	0	1	-3.549056
15	1.250000	1.500000	B-3	90	80	0	2	-3.246278
16	1.500000	1.750000	G3	90	80	0	1	-3.360143
17	1.500000	1.750000	B-3	90	80	0	2	-3.246278
18	1.750000	2.000000	E4	63	80	0	4	-5.030376
19	2.000000	2.125000	C4	63	80	0	2	-3.359779
20	2.000000	2.250000	C2	90	80	1	-5	-4.645128
21	2.000000	2.250000	D-3	90	80	1	-1	-6.847571
22	2.125000	2.250000	D-4	63	80	0	3	-3.190537
23	2.250000	2.375000	A3	63	80	0	1	-3.996553
24	2.250000	2.500000	C2	90	80	1	-5	-4.645128
25	2.250000	2.500000	D-3	90	80	1	-2	-7.543808
26	2.375000	2.500000	B-3	63	80	0	2	-3.900292
27	2.500000	2.625000	G3	63	80	0	1	-3.360143
28	2.625000	2.750000	B-3	63	80	0	2	-3.246278
29	2.750000	2.875000	G4	63	80	0	5	-4.457166
30	2.875000	3.000000	F4	81	80	0	4	-2.814339
31	3.000000	3.750000	F4	81	80	0	4	-4.784491
32	3.250000	3.500000	G3	90	80	0	1	-3.549056
33	3.250000	3.500000	B-3	90	80	0	2	-3.246278
34	3.500000	3.750000	G3	90	80	0	1	-3.360143
35	3.500000	3.750000	B-3	90	80	0	2	-3.246278
36	3.750000	4.000000	E4	63	80	0	4	-5.030376
37	4.000000	4.125000	C4	63	80	0	2	-3.359779
38	4.000000	4.125000	B-3	63	80	1	-1	-5.516002
