0	324.6898	649.5224	85	None	None	0	1	21.84585686858654
1	324.6898	649.5224	97	None	None	0	4	23.959222845219866
2	324.8326	324.9755	92	None	None	0	2	31.831176767352012
3	324.9755	325.1005	88	None	None	0	1	33.68997171984274
4	325.1005	325.2255	85	None	None	0	4	26.452453469520425
5	325.2255	325.3255	80	None	None	0	2	36.00568181346716
6	325.3255	325.4255	76	None	None	0	0	-1
7	325.4255	325.5088	73	None	None	0	0	-1
8	325.5088	325.5922	68	None	None	0	0	-1
9	325.5922	325.6755	64	None	None	0	0	-1
10	325.6755	325.7588	61	None	None	0	0	-1
11	325.7588	325.8422	56	None	None	0	0	-1
12	325.8422	325.9255	52	None	None	0	0	-1
13	325.9255	326.3541	47	None	None	0	0	-1
14	326.3541	652.8415	85	None	None	0	0	-1
15	326.3541	652.8415	88	None	None	0	0	-1
16	326.3541	652.8415	92	None	None	0	2	12.695107787579044
17	326.3541	653.1081	97	None	None	0	4	13.349870097185638
18	326.3541	652.8415	97	None	None	0	5	13.96769157199631
19	326.4874	653.1081	85	None	None	0	1	13.967691571997356
20	326.4874	653.1081	88	None	None	0	2	13.967691571997495
21	326.4874	653.1081	92	None	None	0	3	13.967691571997799
22	326.4874	653.1081	97	None	None	0	0	-1
23	326.6207	653.3748	85	None	None	0	0	-1
24	326.6207	653.3748	88	None	None	0	0	-1
25	326.6207	653.3748	92	None	None	0	0	-1
26	326.6207	653.3748	97	None	None	0	0	-1
27	326.7541	653.6415	85	None	None	0	0	-1
28	326.7541	653.6415	88	None	None	0	0	-1
29	326.7541	653.6415	92	None	None	0	2	14.71964503855037
30	326.7541	653.9081	97	None	None	0	4	14.995622959265555
31	326.7541	653.6415	97	None	None	0	5	13.96769157199631
32	326.8874	653.9081	85	None	None	0	1	12.689630362113046
33	326.8874	653.9081	88	None	None	0	2	13.42202831292638
34	326.8874	653.9081	92	None	None	0	3	13.422028312926379
35	326.8874	653.9081	97	None	None	0	5	12.821384490830772
36	327.0207	654.1748	85	None	None	0	1	10.598170083585538
37	327.0207	654.1748	88	None	None	0	2	11.142302709307337
38	327.0207	654.1748	92	None	None	0	3	10.164798039274759
39	327.0207	654.1748	97	None	None	0	5	10.348066804746807
40	327.1541	654.4748	83	None	None	0	1	7.607433863843738
41	327.1541	654.4748	88	None	None	0	2	7.419168600855021
42	327.1541	654.4748	92	None	None	0	3	6.441663983565308
43	327.1541	654.8081	95	None	None	0	4	7.225576640595589
44	327.1541	654.4748	95	None	None	0	5	5.430096760128386
45	327.3207	654.8081	83	None	None	0	1	9.729203849246955
46	327.3207	654.8081	88	None	None	0	2	8.81447171782391
47	327.3207	654.8081	92	None	None	0	4	11.468415137030743
48	327.3207	654.8081	95	None	None	0	5	12.394576854349884
49	327.4874	655.1415	83	None	None	0	1	15.874681239503936
50	327.4874	655.1415	88	None	None	0	2	15.275574060822535
