0	0.0000	1.0000	67	None	None	0	1	5.466071428571433
1	1.0000	1.2500	69	None	None	0	2	6.178316326530614
2	1.2500	1.5000	67	None	None	0	1	7.0936224489795965
3	1.5000	1.7500	69	None	None	0	2	6.31607142857143
4	1.7500	2.0000	71	None	None	0	3	6.285459183673469
5	2.0000	2.5000	67	None	None	0	1	5.398214285714281
6	2.5000	2.7500	79	None	None	0	5	5.445408163265306
7	2.7500	3.0000	74	None	None	0	2	5.479081632653068
8	3.0000	3.2500	74	None	None	0	3	4.713775510204087
9	3.2500	3.5000	71	None	None	0	1	4.328061224489802
10	3.5000	3.7500	71	None	None	0	2	3.18282312925171
11	3.7500	4.0000	67	None	None	0	1	3.4390589569161163
12	4.0000	5.0000	72	None	None	0	3	3.4696712018140765
13	5.0000	5.2500	71	None	None	0	2	3.9712018140589787
14	5.2500	5.5000	69	None	None	0	1	4.745578231292531
15	5.5000	5.7500	71	None	None	0	2	4.453741496598649
16	5.7500	6.0000	72	None	None	0	3	4.491496598639463
17	6.0000	6.5000	69	None	None	0	1	3.5967841682127433
18	6.5000	6.7500	74	None	None	0	3	3.735899814471243
19	6.7500	7.0000	76	None	None	0	5	2.460616367759221
20	7.0000	7.2500	74	None	None	0	4	2.460616367759221
21	7.2500	7.5000	71	None	None	0	3	7.306421356421343
22	7.5000	7.7500	72	None	None	0	4	7.328014842300546
23	7.7500	8.0000	69	None	None	0	3	7.055565862708714
24	8.0000	9.0000	67	None	None	0	1	6.764564007421154
25	9.0000	9.2500	69	None	None	0	2	6.733469903112769
26	9.2500	9.5000	67	None	None	0	1	6.847628066378073
27	9.5000	9.7500	69	None	None	0	2	6.8139545969903175
28	9.7500	10.0000	71	None	None	0	1	3.650689290867874
29	10.0000	11.0000	72	None	None	0	1	3.4690566378066467
30	11.0000	11.2500	76	None	None	0	3	5.808574263038558
31	11.2500	11.5000	74	None	None	0	1	6.1344516594516625
32	11.5000	11.7500	76	None	None	0	2	5.613136466707891
33	11.7500	12.0000	78	None	None	0	3	5.994954648526072
34	12.0000	12.2500	79	None	None	0	4	6.581235827664394
35	12.2500	12.5000	74	None	None	0	2	6.418063285920422
36	12.5000	12.7500	76	None	None	0	3	6.364208410636976
37	12.7500	13.0000	72	None	None	0	2	6.127937538651821
38	13.0000	13.2500	71	None	None	0	3	3.6069624819624777
39	13.2500	13.5000	74	None	None	0	5	4.7300247371675965
40	13.5000	13.7500	72	None	None	0	4	4.751618223046799
41	13.7500	14.0000	69	None	None	0	3	4.479169243454963
42	14.0000	29.0000	60	None	None	0	1	3.887332508761088
43	14.0000	29.0000	66	None	None	0	4	4.237581168831184
44	14.0000	29.0000	69	None	None	0	5	4.6078334364048725
45	15.0000	30.5000	59	None	None	0	1	7.313306534735111
46	15.0000	30.5000	67	None	None	0	2	7.425041228612659
47	16.0000	17.0000	69	None	None	0	1	6.630720470006183
48	17.0000	17.2500	72	None	None	0	3	6.88350340136054
49	17.2500	17.5000	71	None	None	0	2	6.788095238095239
50	17.5000	17.7500	69	None	None	0	1	6.788095238095238
51	17.7500	18.0000	71	None	None	0	2	9.717687074829932
52	18.0000	18.2500	74	None	None	0	4	9.87868480725624
53	18.2500	18.5000	72	None	None	0	1	7.154705215419508
54	18.5000	18.7500	81	None	None	0	5	6.784575345289638
55	18.7500	19.0000	79	None	None	0	4	7.189852607709757
56	19.0000	19.2500	78	None	None	0	3	6.863321995464858
57	19.2500	19.5000	76	None	None	0	2	7.349092970521543
58	19.5000	19.7500	74	None	None	0	1	9.349092970521543
59	19.7500	20.0000	72	None	None	0	2	6.53735827664399
60	20.0000	21.0000	71	None	None	0	1	6.089512471655331
61	21.0000	21.2500	74	None	None	0	4	5.558333333333334
62	21.2500	21.5000	72	None	None	0	3	6.002721088435375
63	21.5000	21.7500	71	None	None	0	2	6.096598639455785
64	21.7500	22.0000	72	None	None	0	3	9.59965986394558
65	22.0000	22.2500	76	None	None	0	4	9.685827664399097
66	22.2500	22.5000	74	None	None	0	1	7.491312358276642
67	22.5000	22.7500	83	None	None	0	5	6.852140022675729
68	22.7500	23.0000	81	None	None	0	4	7.126516439909285
69	23.0000	23.2500	79	None	None	0	3	7.054577664399085
70	23.2500	23.5000	78	None	None	0	2	7.11018990929705
71	23.5000	23.7500	76	None	None	0	1	10.495904195011342
72	23.7500	24.0000	74	None	None	0	2	7.492842970521549
73	24.0000	24.5000	72	None	None	0	1	7.298327664399098
74	24.5000	24.7500	81	None	None	0	5	7.701318027210889
75	24.7500	25.0000	79	None	None	0	4	7.562429138322005
76	25.0000	25.2500	78	None	None	0	3	7.259367913832213
77	25.2500	25.5000	76	None	None	0	2	7.831306689342414
78	25.5000	25.7500	74	None	None	0	1	10.83436791383221
79	25.7500	26.0000	72	None	None	0	2	7.831306689342415
80	26.0000	26.5000	71	None	None	0	1	8.88232709750568
81	26.5000	26.7500	79	None	None	0	5	9.150311791383238
82	26.7500	27.0000	78	None	None	0	4	8.341651205936943
83	27.0000	27.2500	76	None	None	0	3	12.517671614100209
